2015 OSAP Repayment Assistance Participation Rates by Program,,,,,
Ontario Colleges of Applied Arts and Technology,,,,,
INSTITUTION NAME,PROGRAM NAME,# of Borrowers 2012-13 (1),# of 12-13 Borrowers who received Repayment Assistance (2),2015 Repayment Assistance Participation Rate (3),
ST. CLAIR COLLEGE,Sustainable Energy Technician,6,1,16.7%,
ST. CLAIR COLLEGE,Technology Of Website Development,8,2,25.0%,
ST. CLAIR COLLEGE,Tourism And Travel,28,9,32.1%,
ST. CLAIR COLLEGE,Veterinary Technician,33,6,18.2%,
ST. CLAIR COLLEGE,Welding Techniques,23,4,17.4%,
ST. CLAIR COLLEGE,Welding Techniques-winter start,6,2,33.3%,
ST. CLAIR COLLEGE Total,,"2,040",744,36.5%,
,,,, ,
ST. LAWRENCE COLLEGE,Advertising,11,6,54.5%,
ST. LAWRENCE COLLEGE,Animal Care,40,14,35.0%,
ST. LAWRENCE COLLEGE,Autism And Behavioural Science,12,2,16.7%,
ST. LAWRENCE COLLEGE,Bachelor of Business Administration,40,14,35.0%,
ST. LAWRENCE COLLEGE,Bachelor Of Applied Arts (behavioural Psychology),49,20,40.8%,
ST. LAWRENCE COLLEGE,Behavioural Science Technology,39,13,33.3%,
ST. LAWRENCE COLLEGE,Business,6,2,33.3%,
ST. LAWRENCE COLLEGE,Business - Accounting,6,3,50.0%,
ST. LAWRENCE COLLEGE,Business - Advertising,14,7,50.0%,
ST. LAWRENCE COLLEGE,Business - Human Resources,*,*,*,
ST. LAWRENCE COLLEGE,Business - Marketing,6,5,83.3%,
ST. LAWRENCE COLLEGE,Business Administration - Accounting,63,21,33.3%,
ST. LAWRENCE COLLEGE,Business Administration - Human Resources,20,10,50.0%,
ST. LAWRENCE COLLEGE,Business Administration - Marketing,14,3,21.4%,
ST. LAWRENCE COLLEGE,Business Administration - Operations Management,5,0,0.0%,
ST. LAWRENCE COLLEGE,Carpenter General,35,14,40.0%,
ST. LAWRENCE COLLEGE,Chemical Engineering Technology,16,3,18.8%,
ST. LAWRENCE COLLEGE,Child And Youth Worker,55,16,29.1%,
ST. LAWRENCE COLLEGE,Civil Engineering Technology,29,6,20.7%,
ST. LAWRENCE COLLEGE,Collaborative Nursing,112,26,23.2%,
ST. LAWRENCE COLLEGE,Communicative Disorders Assistant,*,*,*,
ST. LAWRENCE COLLEGE,Community And Justice Services,25,7,28.0%,
ST. LAWRENCE COLLEGE,Community Integration Through Co-operative Education,5,0,0.0%,
ST. LAWRENCE COLLEGE,Computer Networking And Technical Support,21,8,38.1%,
ST. LAWRENCE COLLEGE,Computer Programmer Analyst,23,8,34.8%,
ST. LAWRENCE COLLEGE,Culinary Management,15,2,13.3%,
ST. LAWRENCE COLLEGE,Culinary Skills - Chef Training,9,1,11.1%,
ST. LAWRENCE COLLEGE,Digital Arts For Musicians,22,7,31.8%,
ST. LAWRENCE COLLEGE,Early Childhood Education,68,25,36.8%,
ST. LAWRENCE COLLEGE,Electrical Engineering Technician,27,6,22.2%,
ST. LAWRENCE COLLEGE,Energy Systems Engineering Technician,*,*,*,
ST. LAWRENCE COLLEGE,Energy Systems Engineering Technology,17,7,41.2%,
ST. LAWRENCE COLLEGE,Environmental Technician,6,3,50.0%,
ST. LAWRENCE COLLEGE,Esthetician,21,5,23.8%,
ST. LAWRENCE COLLEGE,Fine Arts And Crafts,8,3,37.5%,
ST. LAWRENCE COLLEGE,Fitness And Health Promotion,22,7,31.8%,
ST. LAWRENCE COLLEGE,Game Design And Development,18,10,55.6%,
ST. LAWRENCE COLLEGE,General Arts And Science,32,10,31.3%,
ST. LAWRENCE COLLEGE,General Arts And Science - One-year,38,18,47.4%,
ST. LAWRENCE COLLEGE,Graphic Design,27,14,51.9%,
ST. LAWRENCE COLLEGE,Hairstylist Certificate,53,21,39.6%,
ST. LAWRENCE COLLEGE,Health Records Administration,13,5,38.5%,
ST. LAWRENCE COLLEGE,Hospitality And Tourism Management,10,4,40.0%,
ST. LAWRENCE COLLEGE,Hospitality Management,7,2,28.6%,
ST. LAWRENCE COLLEGE,Instrumentation Engineering Technician,*,*,*,
ST. LAWRENCE COLLEGE,Instrumentation Engineering Technology,14,2,14.3%,
ST. LAWRENCE COLLEGE,Journalism - Print,10,6,60.0%,
ST. LAWRENCE COLLEGE,Law Clerk,15,10,66.7%,
ST. LAWRENCE COLLEGE,Mechanical Technician,6,2,33.3%,
ST. LAWRENCE COLLEGE,Medical Laboratory Assistant,24,10,41.7%,
ST. LAWRENCE COLLEGE,Medical Laboratory Technology,31,3,9.7%,
ST. LAWRENCE COLLEGE,Motive Power Technician,10,4,40.0%,
ST. LAWRENCE COLLEGE,Music Theatre - Performance,15,5,33.3%,
ST. LAWRENCE COLLEGE,Office Administration - General,18,8,44.4%,
ST. LAWRENCE COLLEGE,Office Administration - Legal,16,5,31.3%,
ST. LAWRENCE COLLEGE,Office Administration - Medical,27,6,22.2%,
ST. LAWRENCE COLLEGE,Pre-Health Science,21,7,33.3%,
ST. LAWRENCE COLLEGE,Paramedic,23,9,39.1%,
ST. LAWRENCE COLLEGE,Personal Support Worker,35,10,28.6%,
ST. LAWRENCE COLLEGE,Police Foundations,89,21,23.6%,
ST. LAWRENCE COLLEGE,Practical Nursing,127,45,35.4%,
ST. LAWRENCE COLLEGE,Pre-service Firefighter Education And Training,10,2,20.0%,
ST. LAWRENCE COLLEGE,Social Service Worker,66,27,40.9%,
ST. LAWRENCE COLLEGE,Veterinary Technology,36,12,33.3%,
ST. LAWRENCE COLLEGE,Welding Engineering Technician,6,1,16.7%,
ST. LAWRENCE COLLEGE,Wind Turbine Technician,18,2,11.1%,
ST. LAWRENCE COLLEGE Total,,"1,684",558,33.1%,
,,,,,
ONTARIO PUBLIC COLLEGES TOTAL,,"48,832","16,722",34.2%,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
