2015 OSAP Repayment Assistance Participation Rates by Program,,,,,
Ontario Colleges of Applied Arts and Technology,,,,,
INSTITUTION NAME,PROGRAM NAME,# of Borrowers 2012-13 (1),# of 12-13 Borrowers who received Repayment Assistance (2),2015 Repayment Assistance Participation Rate (3),
FANSHAWE COLLEGE,Massage Therapy,*,*,*,
FANSHAWE COLLEGE,Mechanical Engineering Technician,6,0,0.0%,
FANSHAWE COLLEGE,Mechanical Techniques,5,0,0.0%,
FANSHAWE COLLEGE,Media Arts,56,21,37.5%,
FANSHAWE COLLEGE,Media Arts - Interactive Multimedia,9,2,22.2%,
FANSHAWE COLLEGE,Medical Imaging Technology - Radiography,31,6,19.4%,
FANSHAWE COLLEGE,Motive Power Technician,45,4,8.9%,
FANSHAWE COLLEGE,Music Industry Arts,39,18,46.2%,
FANSHAWE COLLEGE,Office Administration - Executive,22,7,31.8%,
FANSHAWE COLLEGE,Office Administration - General,9,5,55.6%,
FANSHAWE COLLEGE,Office Administration - Medical,52,19,36.5%,
FANSHAWE COLLEGE,Paramedic,21,7,33.3%,
FANSHAWE COLLEGE,Personal Financial Services,*,*,*,
FANSHAWE COLLEGE,Personal Support Worker,61,23,37.7%,
FANSHAWE COLLEGE,Pharmacy Assistant,26,4,15.4%,
FANSHAWE COLLEGE,Photography,67,26,38.8%,
FANSHAWE COLLEGE,Police Foundations,121,25,20.7%,
FANSHAWE COLLEGE,Practical Nursing,74,23,31.1%,
FANSHAWE COLLEGE,Pre-technology,14,4,28.6%,
FANSHAWE COLLEGE,Preparatory Health Sciences,82,23,28.0%,
FANSHAWE COLLEGE,Project Management,*,*,*,
FANSHAWE COLLEGE,Public Relations,18,6,33.3%,
FANSHAWE COLLEGE,Recording Industry - Digital Applications,12,7,58.3%,
FANSHAWE COLLEGE,Recreation And Leisure Services,39,14,35.9%,
FANSHAWE COLLEGE,Respiratory Therapy,32,5,15.6%,
FANSHAWE COLLEGE,Small Business,10,3,30.0%,
FANSHAWE COLLEGE,Small Business Management,*,*,*,
FANSHAWE COLLEGE,Social Service Worker,58,23,39.7%,
FANSHAWE COLLEGE,Theatre Arts - Production,14,5,35.7%,
FANSHAWE COLLEGE,Tourism And Travel,25,10,40.0%,
FANSHAWE COLLEGE,Welding Techniques,11,0,0.0%,
FANSHAWE COLLEGE Total,,"3,140",942,30.0%,
,,,,,
FLEMING COLLEGE,Art Fundamentals,*,*,*,
FLEMING COLLEGE,Artist Blacksmith,*,*,*,
FLEMING COLLEGE,Biotechnology Technologist,39,17,43.6%,
FLEMING COLLEGE,Blasting Techniques,22,4,18.2%,
FLEMING COLLEGE,Business,21,8,38.1%,
FLEMING COLLEGE,Business Administration,10,2,20.0%,
FLEMING COLLEGE,Business Administration - Accounting,14,3,21.4%,
FLEMING COLLEGE,Business Administration - Human Resources,15,5,33.3%,
FLEMING COLLEGE,Business Administration - International Business,16,6,37.5%,
FLEMING COLLEGE,Business Administration - Marketing,21,8,38.1%,
FLEMING COLLEGE,Construction Skills,*,*,*,
FLEMING COLLEGE,Child And Youth Worker,18,5,27.8%,
FLEMING COLLEGE,Collections Conservation And Management,13,4,30.8%,
FLEMING COLLEGE,Community And Justice Services,51,19,37.3%,
FLEMING COLLEGE,Community Integration Through Co-operative Education,7,1,14.3%,
FLEMING COLLEGE,Computer Engineering Technician,6,1,16.7%,
FLEMING COLLEGE,Computer Engineering Technology,12,7,58.3%,
FLEMING COLLEGE,Court And Tribunal Agent,34,14,41.2%,
FLEMING COLLEGE,Culinary Management,31,12,38.7%,
FLEMING COLLEGE,Culinary Skills - Chef Training,11,3,27.3%,
FLEMING COLLEGE,Early Childhood Education,63,25,39.7%,
FLEMING COLLEGE,Educational Assistant,30,11,36.7%,
FLEMING COLLEGE,Electrical Engineering Technician,40,11,27.5%,
FLEMING COLLEGE,Electrical Techniques,29,1,3.4%,
FLEMING COLLEGE,Environmental Technician,33,12,36.4%,
FLEMING COLLEGE,Environmental Technology,23,5,21.7%,
FLEMING COLLEGE,Environmental Visual Communication,5,2,40.0%,
FLEMING COLLEGE,Esthetician,18,9,50.0%,
FLEMING COLLEGE,Fibre Arts,*,*,*,
FLEMING COLLEGE,Fine Arts And Crafts,9,2,22.2%,
FLEMING COLLEGE,Fire Protection Technician,7,4,57.1%,
FLEMING COLLEGE,Fish And Wildlife Technician,64,16,25.0%,
FLEMING COLLEGE,Fish And Wildlife Technology,19,7,36.8%,
FLEMING COLLEGE,Fitness And Health Promotion,17,5,29.4%,
FLEMING COLLEGE,Forest Management Technology,33,13,39.4%,
FLEMING COLLEGE,Forestry Technician,50,11,22.0%,
FLEMING COLLEGE,General Arts And Science - One-year,59,19,32.2%,
FLEMING COLLEGE,Geographic Information Systems - Cartographic Specialist,28,10,35.7%,
FLEMING COLLEGE,Geological Engineering Technician,15,2,13.3%,
FLEMING COLLEGE,Geomatics Technician,5,0,0.0%,
FLEMING COLLEGE,Glassblowing,*,*,*,
FLEMING COLLEGE,Health Records Administration,11,3,27.3%,
FLEMING COLLEGE,"Heating, Refrigeration And Air Conditioning Technician",26,9,34.6%,
FLEMING COLLEGE,Heavy Equipment Operator,50,4,8.0%,
FLEMING COLLEGE,Heavy Equipment Technician,9,1,11.1%,
FLEMING COLLEGE,Hospitality Administration,*,*,*,
FLEMING COLLEGE,Hospitality Management,*,*,*,
FLEMING COLLEGE,Information Security Technology,20,7,35.0%,
FLEMING COLLEGE,Instrumentation Engineering Technician,*,*,*,
FLEMING COLLEGE,International Business Management,*,*,*,
FLEMING COLLEGE,Internet Website Development,5,0,0.0%,
FLEMING COLLEGE,Law And Security Administration,63,21,33.3%,
FLEMING COLLEGE,Law Clerk,14,8,57.1%,
FLEMING COLLEGE,Massage Therapy,18,6,33.3%,
FLEMING COLLEGE,Mental Health Worker,40,16,40.0%,
FLEMING COLLEGE,Motive Power Techniques - Heavy Equipment,18,1,5.6%,
FLEMING COLLEGE,Museum Management,17,6,35.3%,
FLEMING COLLEGE,Natural Resources - Law Enforcement,13,3,23.1%,
FLEMING COLLEGE,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),20,6,30.0%,
FLEMING COLLEGE,Office Administration - Executive,9,4,44.4%,
FLEMING COLLEGE,Office Administration - General,5,4,80.0%,
FLEMING COLLEGE,Outdoor Adventure Skills,7,6,85.7%,
FLEMING COLLEGE,Paramedic,11,1,9.1%,
FLEMING COLLEGE,Personal Support Worker,41,14,34.1%,
FLEMING COLLEGE,Pharmacy Technician,13,6,46.2%,
FLEMING COLLEGE,Photographic Laboratory Operator,*,*,*,
FLEMING COLLEGE,Plumbing Techniques,23,10,43.5%,
FLEMING COLLEGE,Police Foundations,61,17,27.9%,
FLEMING COLLEGE,Practical Nursing,118,54,45.8%,
FLEMING COLLEGE,Pre-service Firefighter Education And Training,17,4,23.5%,
FLEMING COLLEGE,Preparatory Health Sciences,10,3,30.0%,
FLEMING COLLEGE,Project Management,*,*,*,
FLEMING COLLEGE,Recreation And Leisure Services,37,11,29.7%,
FLEMING COLLEGE,Recreational Merchandising,19,6,31.6%,
FLEMING COLLEGE,Renewable Resource Technician,16,6,37.5%,
FLEMING COLLEGE,Renovation Techniques,17,4,23.5%,
FLEMING COLLEGE,Resources Technician - Drilling,61,10,16.4%,
FLEMING COLLEGE,Sculpture - Figurative And Representational,*,*,*,
FLEMING COLLEGE,Social Service Worker,81,50,61.7%,
FLEMING COLLEGE,Sustainable Agriculture,*,*,*,
FLEMING COLLEGE,Sustainable Building Design And Construction,7,4,57.1%,
FLEMING COLLEGE,Tourism And Travel,20,7,35.0%,
FLEMING COLLEGE,Urban Arboriculture,22,6,27.3%,
FLEMING COLLEGE,Welding Techniques,34,10,29.4%,
FLEMING COLLEGE Total,,"1,871",623,33.3%,
,,,,,
GEORGE BROWN COLLEGE,Activation Co-ordinator/gerontology,31,9,29.0%,
GEORGE BROWN COLLEGE,American Sign Language - English Interpreter,16,8,50.0%,
GEORGE BROWN COLLEGE,Apparel Manufacturing Management,74,27,36.5%,
GEORGE BROWN COLLEGE,Architectural Technician,12,4,33.3%,
GEORGE BROWN COLLEGE,Architectural Technology,73,25,34.2%,
GEORGE BROWN COLLEGE,Art Fundamentals,42,14,33.3%,
GEORGE BROWN COLLEGE,Autism And Behavioural Science,23,10,43.5%,
GEORGE BROWN COLLEGE,Bachelor Of Applied Business (financial Services),44,22,50.0%,
GEORGE BROWN COLLEGE,Bachelor Of Applied Business (hospitality Operations Management),26,14,53.8%,
GEORGE BROWN COLLEGE,Bachelor of Early Childhood Leadership,18,8,44.4%,
GEORGE BROWN COLLEGE,Bachelor of Technology (Construction Management),40,7,17.5%,
GEORGE BROWN COLLEGE,Baking - Pre-employment,20,7,35.0%,
GEORGE BROWN COLLEGE,Baking And Pastry Arts Management,32,5,15.6%,
GEORGE BROWN COLLEGE,Behavioural Science Technology,44,16,36.4%,
GEORGE BROWN COLLEGE,Bridging To University Nursing,8,4,50.0%,
GEORGE BROWN COLLEGE,Building Renovation Technology,33,7,21.2%,
GEORGE BROWN COLLEGE,Business - Accounting,32,10,31.3%,
GEORGE BROWN COLLEGE,Business - Human Resources,19,8,42.1%,
GEORGE BROWN COLLEGE,Business Administration,99,39,39.4%,
GEORGE BROWN COLLEGE,Business Administration - Accounting,126,48,38.1%,
GEORGE BROWN COLLEGE,Business Administration - Finance,50,24,48.0%,
GEORGE BROWN COLLEGE,Business Administration - Human Resources,70,33,47.1%,
GEORGE BROWN COLLEGE,Business Administration - Marketing,121,54,44.6%,
GEORGE BROWN COLLEGE,Career And Work Counsellor,30,16,53.3%,
GEORGE BROWN COLLEGE,Carpentry - Renovation,7,1,14.3%,
GEORGE BROWN COLLEGE,Child And Youth Worker,75,29,38.7%,
GEORGE BROWN COLLEGE,Civil Engineering Technology,31,9,29.0%,
GEORGE BROWN COLLEGE,Clinical Methods In Orthotics/prosthetics,*,*,*,
GEORGE BROWN COLLEGE,Collaborative Nursing,18,2,11.1%,
GEORGE BROWN COLLEGE,College Vocational,5,0,0.0%,
GEORGE BROWN COLLEGE,Commercial Dance Studies,5,2,40.0%,
GEORGE BROWN COLLEGE,Community Worker,80,47,58.8%,
GEORGE BROWN COLLEGE,Computer Programmer Analyst,43,16,37.2%,
GEORGE BROWN COLLEGE,Computer Systems Technician,33,6,18.2%,
GEORGE BROWN COLLEGE,Computer Systems Technology,28,8,28.6%,
GEORGE BROWN COLLEGE,Construction Engineering Technician,15,5,33.3%,
GEORGE BROWN COLLEGE,Construction Engineering Technology,50,13,26.0%,
GEORGE BROWN COLLEGE,Construction Management,11,2,18.2%,
GEORGE BROWN COLLEGE,Construction Techniques,41,12,29.3%,
GEORGE BROWN COLLEGE,Culinary Arts - French,*,*,*,
GEORGE BROWN COLLEGE,Culinary Arts - Italian,6,2,33.3%,
GEORGE BROWN COLLEGE,Culinary Management,217,65,30.0%,
GEORGE BROWN COLLEGE,Culinary Skills - Chef Training,96,24,25.0%,
GEORGE BROWN COLLEGE,Dance Performance Preparation,9,4,44.4%,
GEORGE BROWN COLLEGE,Day Care Assistant,14,3,21.4%,
GEORGE BROWN COLLEGE,Dental Assisting (levels I And Ii),66,14,21.2%,
GEORGE BROWN COLLEGE,Dental Hygiene,60,30,50.0%,
GEORGE BROWN COLLEGE,Dental Hygiene - Expanded Duties,*,*,*,
GEORGE BROWN COLLEGE,Dental Office Administration,21,13,61.9%,
GEORGE BROWN COLLEGE,Dental Technology,31,12,38.7%,
GEORGE BROWN COLLEGE,Denturism,33,15,45.5%,
GEORGE BROWN COLLEGE,Design Management,*,*,*,
GEORGE BROWN COLLEGE,Digital Design - Game Design,5,5,100.0%,
GEORGE BROWN COLLEGE,Early Childhood Education,167,50,29.9%,
GEORGE BROWN COLLEGE,Electrical Techniques,13,3,23.1%,
GEORGE BROWN COLLEGE,Electro-mechanical Engineering Technician,25,8,32.0%,
GEORGE BROWN COLLEGE,Family Violence - Counsellor And Advocate,44,22,50.0%,
GEORGE BROWN COLLEGE,Fashion Business Industry,34,11,32.4%,
GEORGE BROWN COLLEGE,Fashion Technique And Design,47,23,48.9%,
GEORGE BROWN COLLEGE,Fitness And Health Promotion,8,3,37.5%,
GEORGE BROWN COLLEGE,Fitness Management,17,7,41.2%,
GEORGE BROWN COLLEGE,Food And Beverage Management,23,10,43.5%,
GEORGE BROWN COLLEGE,Food Service Supervisor,16,7,43.8%,
GEORGE BROWN COLLEGE,Game Development,113,48,42.5%,
GEORGE BROWN COLLEGE,Gemmology,8,1,12.5%,
GEORGE BROWN COLLEGE,General Arts And Science,27,14,51.9%,
GEORGE BROWN COLLEGE,General Arts And Science - One-year,35,16,45.7%,
GEORGE BROWN COLLEGE,Graphic Design,67,28,41.8%,
GEORGE BROWN COLLEGE,Health Informatics,5,4,80.0%,
GEORGE BROWN COLLEGE,Health Records Administration,17,7,41.2%,
GEORGE BROWN COLLEGE,Hearing Instrument Specialist,23,10,43.5%,
GEORGE BROWN COLLEGE,"Heating, Air Conditioning And Refrigeration Technology",17,3,17.6%,
GEORGE BROWN COLLEGE,"Heating, Refrigeration And Air Conditioning Technician",22,7,31.8%,
GEORGE BROWN COLLEGE,Hospitality And Tourism,6,4,66.7%,
GEORGE BROWN COLLEGE,Hospitality Management,88,21,23.9%,
GEORGE BROWN COLLEGE,"Hospitality, Recreation And Tourism",53,17,32.1%,
GEORGE BROWN COLLEGE,Human Resources Management,36,13,36.1%,
GEORGE BROWN COLLEGE,Human Services Foundation,25,10,40.0%,
GEORGE BROWN COLLEGE,Information Systems Business Analyst,8,6,75.0%,
GEORGE BROWN COLLEGE,Interdisciplinary Design Strategy,*,*,*,
GEORGE BROWN COLLEGE,International Business Management,12,6,50.0%,
GEORGE BROWN COLLEGE,International Fashion Development And Management,*,*,*,
GEORGE BROWN COLLEGE,Intervener For Deaf - Blind Persons,10,4,40.0%,
GEORGE BROWN COLLEGE,Jewellery Arts,11,3,27.3%,
GEORGE BROWN COLLEGE,Jewellery Essentials,*,*,*,
GEORGE BROWN COLLEGE,Jewellery Methods,16,6,37.5%,
GEORGE BROWN COLLEGE,Marketing Management,8,4,50.0%,
GEORGE BROWN COLLEGE,Mechanical Engineering Technology,5,1,20.0%,
GEORGE BROWN COLLEGE,Mechanical Engineering Technology - Tool And Machine Design,15,6,40.0%,
GEORGE BROWN COLLEGE,Mechanical Technician,9,4,44.4%,
GEORGE BROWN COLLEGE,Mechanical Techniques,*,*,*,
GEORGE BROWN COLLEGE,Media Arts - Interactive Multimedia,6,1,16.7%,
GEORGE BROWN COLLEGE,Office Administration - Medical,50,18,36.0%,
GEORGE BROWN COLLEGE,Orthotic/prosthetic Technician,8,0,0.0%,
GEORGE BROWN COLLEGE,Personal Financial Services,12,3,25.0%,
GEORGE BROWN COLLEGE,Personal Support Worker,50,16,32.0%,
GEORGE BROWN COLLEGE,Plumbing Techniques,*,*,*,
GEORGE BROWN COLLEGE,Practical Nursing,142,52,36.6%,
GEORGE BROWN COLLEGE,Pre-business,20,9,45.0%,
GEORGE BROWN COLLEGE,Pre-interpreter,20,7,35.0%,
GEORGE BROWN COLLEGE,Preparatory Health Sciences,180,75,41.7%,
GEORGE BROWN COLLEGE,Registered Nurse - Operating Room,*,*,*,
GEORGE BROWN COLLEGE,Residential Construction Management,*,*,*,
GEORGE BROWN COLLEGE,Small Business Administration,7,4,57.1%,
GEORGE BROWN COLLEGE,Social Service Worker,127,59,46.5%,
GEORGE BROWN COLLEGE,Special Events Planning - Destination Tourism,84,30,35.7%,
GEORGE BROWN COLLEGE,Sports Marketing,54,17,31.5%,
GEORGE BROWN COLLEGE,Strategic Relationship Marketing,14,5,35.7%,
GEORGE BROWN COLLEGE,Theatre Arts,12,6,50.0%,
GEORGE BROWN COLLEGE,Training And Adult Education,18,8,44.4%,
GEORGE BROWN COLLEGE,Wireless Telecommunications,13,5,38.5%,
GEORGE BROWN COLLEGE Total,,"3,958","1,468",37.1%,
,,,,,
GEORGIAN COLLEGE,Addictions: Treatment And Prevention,19,9,47.4%,
GEORGIAN COLLEGE,Advertising,32,10,31.3%,
GEORGIAN COLLEGE,Air Carrier/airport Management Technology,23,7,30.4%,
GEORGIAN COLLEGE,Animal Care,7,1,14.3%,
GEORGIAN COLLEGE,Architectural Technician,*,*,*,
GEORGIAN COLLEGE,Architectural Technology,18,1,5.6%,
GEORGIAN COLLEGE,Art Fundamentals,16,3,18.8%,
GEORGIAN COLLEGE,Bachelor Of Arts - Barrie,*,*,*,
GEORGIAN COLLEGE,Bachelor Of Arts - Laurentian,90,37,41.1%,
GEORGIAN COLLEGE,Bachelor Of Business Administration,33,15,45.5%,
GEORGIAN COLLEGE,Bachelor Of Applied Business (Golf Management),16,6,37.5%,
GEORGIAN COLLEGE,Bachelor Of Applied Business (automotive Management),14,2,14.3%,
GEORGIAN COLLEGE,Bachelor Of Applied Human Services (police Studies),35,8,22.9%,
GEORGIAN COLLEGE,Bachelor of Social Work,31,15,48.4%,
GEORGIAN COLLEGE,Bookkeeping,*,*,*,
GEORGIAN COLLEGE,Business,56,27,48.2%,
GEORGIAN COLLEGE,Business - Accounting,13,3,23.1%,
GEORGIAN COLLEGE,Business - Marketing,10,4,40.0%,
GEORGIAN COLLEGE,Business Administration,25,5,20.0%,
GEORGIAN COLLEGE,Business Administration - Accounting,29,8,27.6%,
GEORGIAN COLLEGE,Business Administration - Automotive Marketing,13,2,15.4%,
GEORGIAN COLLEGE,Business Administration - Human Resources,11,2,18.2%,
GEORGIAN COLLEGE,Business Administration - Marketing,8,0,0.0%,
GEORGIAN COLLEGE,Business Fundamentals,*,*,*,
GEORGIAN COLLEGE,Child And Youth Worker,68,39,57.4%,
GEORGIAN COLLEGE,Civil Engineering Technician,5,1,20.0%,
GEORGIAN COLLEGE,Civil Engineering Technology,47,6,12.8%,
GEORGIAN COLLEGE,Collaborative Nursing,31,13,41.9%,
GEORGIAN COLLEGE,Co-Op Fall,*,*,*,
GEORGIAN COLLEGE,Communicative Disorders Assistant,23,7,30.4%,
GEORGIAN COLLEGE,Community And Justice Services,14,7,50.0%,
GEORGIAN COLLEGE,Community Integration Through Co-operative Education,10,1,10.0%,
GEORGIAN COLLEGE,Computer Programmer,14,2,14.3%,
GEORGIAN COLLEGE,Computer Programmer Analyst,24,6,25.0%,
GEORGIAN COLLEGE,Computer Systems Technician,19,3,15.8%,
GEORGIAN COLLEGE,Culinary Management,46,16,34.8%,
GEORGIAN COLLEGE,Culinary Skills - Chef Training,12,2,16.7%,
GEORGIAN COLLEGE,Dental Assisting (levels I And Ii),30,7,23.3%,
GEORGIAN COLLEGE,Dental Hygiene,45,17,37.8%,
GEORGIAN COLLEGE,Developmental Services Worker,24,8,33.3%,
GEORGIAN COLLEGE,Digital Photography And Imaging,24,6,25.0%,
GEORGIAN COLLEGE,Early Childhood Education,77,18,23.4%,
GEORGIAN COLLEGE,Electrical Engineering Technician,39,4,10.3%,
GEORGIAN COLLEGE,Electrical Engineering Technology,36,6,16.7%,
GEORGIAN COLLEGE,Electrical Techniques,13,5,38.5%,
GEORGIAN COLLEGE,Environmental Technician,13,4,30.8%,
GEORGIAN COLLEGE,Esthetician,25,14,56.0%,
GEORGIAN COLLEGE,Event Management,8,4,50.0%,
GEORGIAN COLLEGE,Fine Arts And Crafts,*,*,*,
GEORGIAN COLLEGE,Fine Arts And Crafts - Advanced,7,3,42.9%,
GEORGIAN COLLEGE,Fitness And Health Promotion,14,3,21.4%,
GEORGIAN COLLEGE,Fundraising And Resource Development,6,2,33.3%,
GEORGIAN COLLEGE,Gas Technician,31,4,12.9%,
GEORGIAN COLLEGE,General Arts And Science,42,15,35.7%,
GEORGIAN COLLEGE,Goldsmithing And Silversmithing,*,*,*,
GEORGIAN COLLEGE,Golf And Recreational Club Management,12,2,16.7%,
GEORGIAN COLLEGE,Graphic Design,31,12,38.7%,
GEORGIAN COLLEGE,Graphic Design Production,*,*,*,
GEORGIAN COLLEGE,"Heating, Refrigeration And Air Conditioning Technician",44,12,27.3%,
GEORGIAN COLLEGE,Hospitality Administration,13,4,30.8%,
GEORGIAN COLLEGE,Hospitality Management,23,6,26.1%,
GEORGIAN COLLEGE,Human Resources Management,26,14,53.8%,
GEORGIAN COLLEGE,Interior Decorating,8,3,37.5%,
GEORGIAN COLLEGE,Interior Design,28,14,50.0%,
GEORGIAN COLLEGE,International Business Management,*,*,*,
GEORGIAN COLLEGE,Jewellery And Metals Technician,*,*,*,
GEORGIAN COLLEGE,Jewellery Arts,*,*,*,
GEORGIAN COLLEGE,Law And Security Administration,13,3,23.1%,
GEORGIAN COLLEGE,Law Clerk,41,18,43.9%,
GEORGIAN COLLEGE,Manufacturing Techniques - Wood Products,16,3,18.8%,
GEORGIAN COLLEGE,Marine Engineering Technology,9,2,22.2%,
GEORGIAN COLLEGE,Marine Technology - Navigation,15,4,26.7%,
GEORGIAN COLLEGE,Massage Therapy,47,30,63.8%,
GEORGIAN COLLEGE,Mechanical Engineering Technology,13,1,7.7%,
GEORGIAN COLLEGE,Mechanical Technician,11,1,9.1%,
GEORGIAN COLLEGE,Mechanical Technician - Marine Engine Mechanic,14,4,28.6%,
GEORGIAN COLLEGE,Mechanical Techniques,11,2,18.2%,
GEORGIAN COLLEGE,Media Arts,23,7,30.4%,
GEORGIAN COLLEGE,Native Community Worker,9,3,33.3%,
GEORGIAN COLLEGE,Occupational Health and Safety Management,*,*,*,
GEORGIAN COLLEGE,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),7,4,57.1%,
GEORGIAN COLLEGE,Office Administration - Executive,14,7,50.0%,
GEORGIAN COLLEGE,Office Administration - General,21,8,38.1%,
GEORGIAN COLLEGE,Office Administration - Legal,*,*,*,
GEORGIAN COLLEGE,Office Administration - Medical,36,12,33.3%,
GEORGIAN COLLEGE,Opticianry,46,17,37.0%,
GEORGIAN COLLEGE,Paramedic,30,7,23.3%,
GEORGIAN COLLEGE,Personal Support Worker,119,48,40.3%,
GEORGIAN COLLEGE,Pharmacy Technician,11,5,45.5%,
GEORGIAN COLLEGE,Plumbing Techniques,9,1,11.1%,
GEORGIAN COLLEGE,Police Foundations,82,15,18.3%,
GEORGIAN COLLEGE,Practical Nursing,156,59,37.8%,
GEORGIAN COLLEGE,Pre-service Firefighter Education And Training,27,7,25.9%,
GEORGIAN COLLEGE,Preparatory Health Sciences,159,35,22.0%,
GEORGIAN COLLEGE,Recreation And Leisure Services,19,6,31.6%,
GEORGIAN COLLEGE,Recreation For Special Populations,21,6,28.6%,
GEORGIAN COLLEGE,Renovation Techniques,23,10,43.5%,
GEORGIAN COLLEGE,Research Analyst,21,7,33.3%,
GEORGIAN COLLEGE,Ski Resort Operations And Management,8,0,0.0%,
GEORGIAN COLLEGE,Small Business Administration,*,*,*,
GEORGIAN COLLEGE,Small Business Management,9,3,33.3%,
GEORGIAN COLLEGE,Social Service Worker,69,26,37.7%,
GEORGIAN COLLEGE,Stationary Engineering,15,3,20.0%,
GEORGIAN COLLEGE,Stationary Engineering Technology,17,5,29.4%,
GEORGIAN COLLEGE,Tourism And Travel,29,8,27.6%,
GEORGIAN COLLEGE,Tourism Management,11,6,54.5%,
GEORGIAN COLLEGE,Veterinary Technician,31,15,48.4%,
GEORGIAN COLLEGE,Welding Techniques,24,6,25.0%,
GEORGIAN COLLEGE Total,,"2,712",877,32.3%,
,, , , ,
HUMBER COLLEGE,Accounting And Information Technology,*,*,*,
HUMBER COLLEGE,Acting For Film And Television,18,9,50.0%,
HUMBER COLLEGE,Advanced Television And Film,15,6,40.0%,
HUMBER COLLEGE,Advertising,15,5,33.3%,
HUMBER COLLEGE,Advertising - Account Management,9,1,11.1%,
HUMBER COLLEGE,Advertising - Media Copywriting,26,4,15.4%,
HUMBER COLLEGE,Animation,27,6,22.2%,
HUMBER COLLEGE,Architectural Technician,30,12,40.0%,
HUMBER COLLEGE,Architectural Technology,25,7,28.0%,
HUMBER COLLEGE,Art Fundamentals,21,7,33.3%,
HUMBER COLLEGE,Bachelor Of Applied Arts (creative Advertising),26,8,30.8%,
HUMBER COLLEGE,Bachelor Of Applied Arts (interior Design),31,10,32.3%,
HUMBER COLLEGE,Bachelor Of Applied Arts (paralegal Studies),43,22,51.2%,
HUMBER COLLEGE,Bachelor Of Applied Business (electronic Business),11,2,18.2%,
HUMBER COLLEGE,Bachelor Of Applied Business (human Resources Strategy And Technology,28,12,42.9%,
HUMBER COLLEGE,Bachelor Of Applied Business (international Business Management),25,11,44.0%,
HUMBER COLLEGE,Bachelor Of Applied Business (international Commerce And Global Development),*,*,*,
HUMBER COLLEGE,Bachelor of Applied Arts (Public Relations),14,5,35.7%,
HUMBER COLLEGE,Bachelor Of Applied Business (tourism Management),14,6,42.9%,
HUMBER COLLEGE,Bachelor Of Applied Business(fashion Management),33,12,36.4%,
HUMBER COLLEGE,Bachelor Of Applied Music (contemporary Music),31,13,41.9%,
HUMBER COLLEGE,Bachelor Of Applied Technology (industrial Design),17,6,35.3%,
HUMBER COLLEGE,Bachelor of Applied Arts (Child Development),12,1,8.3%,
HUMBER COLLEGE,Bachelor of Applied Arts (Criminal Justice),61,26,42.6%,
HUMBER COLLEGE,Bachelor of Applied Arts (Film and Media Production),31,6,19.4%,
HUMBER COLLEGE,Bachelor of Commerce (Accounting),12,5,41.7%,
HUMBER COLLEGE,Bachelor of Journalism,12,3,25.0%,
HUMBER COLLEGE,Broadcasting - Radio,9,1,11.1%,
HUMBER COLLEGE,Broadcasting - Radio And Television,23,10,43.5%,
HUMBER COLLEGE,Broadcasting - Television,27,13,48.1%,
HUMBER COLLEGE,Business,114,39,34.2%,
HUMBER COLLEGE,Business - Accounting,184,71,38.6%,
HUMBER COLLEGE,Business - Marketing,54,26,48.1%,
HUMBER COLLEGE,Business Administration,152,52,34.2%,
HUMBER COLLEGE,Business Administration - Professional Golf Management,15,1,6.7%,
HUMBER COLLEGE,Carpentry - Renovation,31,6,19.4%,
HUMBER COLLEGE,Child And Youth Worker,77,30,39.0%,
HUMBER COLLEGE,Civil Engineering Technician,21,5,23.8%,
HUMBER COLLEGE,Civil Engineering Technology,13,5,38.5%,
HUMBER COLLEGE,Clinical Research,36,6,16.7%,
HUMBER COLLEGE,Collaborative Nursing,157,69,43.9%,
HUMBER COLLEGE,Comedy: Writing And Performance,22,7,31.8%,
HUMBER COLLEGE,Communications,28,10,35.7%,
HUMBER COLLEGE,Community And Justice Services,66,32,48.5%,
HUMBER COLLEGE,Computer Animation,*,*,*,
HUMBER COLLEGE,Computer Engineering Technology,27,5,18.5%,
HUMBER COLLEGE,Computer Networking And Technical Support,23,9,39.1%,
HUMBER COLLEGE,Computer Programmer,9,2,22.2%,
HUMBER COLLEGE,Cosmetic Techniques,43,23,53.5%,
HUMBER COLLEGE,Court And Tribunal Agent,136,70,51.5%,
HUMBER COLLEGE,Creative Book Publishing,10,6,60.0%,
HUMBER COLLEGE,Creative Writing,11,3,27.3%,
HUMBER COLLEGE,Culinary Management,77,27,35.1%,
HUMBER COLLEGE,Culinary Skills - Chef Training,23,4,17.4%,
HUMBER COLLEGE,Developmental Services Worker,34,17,50.0%,
HUMBER COLLEGE,Developmental Services Worker - Accelerated,13,6,46.2%,
HUMBER COLLEGE,Drafting Technician,13,3,23.1%,
HUMBER COLLEGE,Early Childhood Education,160,62,38.8%,
HUMBER COLLEGE,Early Childhood Education - Special Needs,12,3,25.0%,
HUMBER COLLEGE,Electrical Engineering Technician,32,11,34.4%,
HUMBER COLLEGE,Electrical Engineering Technology,20,6,30.0%,
HUMBER COLLEGE,Electrical Techniques,15,5,33.3%,
HUMBER COLLEGE,Electro-mechanical Engineering Technician,20,3,15.0%,
HUMBER COLLEGE,Electro-mechanical Engineering Technology,20,5,25.0%,
HUMBER COLLEGE,Electronics Engineering Technician,16,6,37.5%,
