2014 OSAP Repayment Assistance Participation Rates by Program,,,,,
Ontario Colleges of Applied Arts and Technology,,,,,
INSTITUTION NAME,PROGRAM NAME,# of Borrowers 2011-12 (1),# of 11-12 Borrowers who received Repayment Assistance (2),2014 Repayment Assistance Participation Rate (3),
FANSHAWE COLLEGE,Environmental Technology,14,3,21.4%,
FANSHAWE COLLEGE,Fashion Design,22,10,45.5%,
FANSHAWE COLLEGE,Fashion Merchandising,41,22,53.7%,
FANSHAWE COLLEGE,Financial Planning Services,26,8,30.8%,
FANSHAWE COLLEGE,Fine Art,27,8,29.6%,
FANSHAWE COLLEGE,Fitness And Health Promotion,30,8,26.7%,
FANSHAWE COLLEGE,Food And Nutrition Management,14,7,50.0%,
FANSHAWE COLLEGE,Game Development - Advanced Programming,*,*,*,
FANSHAWE COLLEGE,General Arts And Science,27,11,40.7%,
FANSHAWE COLLEGE,General Arts And Science - One-Year,180,66,36.7%,
FANSHAWE COLLEGE,Gis And Urban Planning,15,5,33.3%,
FANSHAWE COLLEGE,Golf And Recreational Club Management,6,1,16.7%,
FANSHAWE COLLEGE,Graphic Design,50,14,28.0%,
FANSHAWE COLLEGE,Hair Stylist,16,3,18.8%,
FANSHAWE COLLEGE,Horticulture Technician,14,5,35.7%,
FANSHAWE COLLEGE,Hospitality Management - Food And Beverage,11,3,27.3%,
FANSHAWE COLLEGE,Hospitality Management - Hotel,37,10,27.0%,
FANSHAWE COLLEGE,Human Resources Management,18,9,50.0%,
FANSHAWE COLLEGE,Human Services Foundation,26,7,26.9%,
FANSHAWE COLLEGE,Information Security Management,6,3,50.0%,
FANSHAWE COLLEGE,Interactive Media Design And Production,22,7,31.8%,
FANSHAWE COLLEGE,Interactive Media Specialist,5,3,60.0%,
FANSHAWE COLLEGE,Interior Decorating,16,7,43.8%,
FANSHAWE COLLEGE,Interior Design,29,12,41.4%,
FANSHAWE COLLEGE,International Business Management,7,4,57.1%,
FANSHAWE COLLEGE,Internet Applications And Web Development,*,*,*,
FANSHAWE COLLEGE,Journalism - Broadcast,18,11,61.1%,
FANSHAWE COLLEGE,Landscape Design,18,2,11.1%,
FANSHAWE COLLEGE,Law And Security Administration - Private Security,20,6,30.0%,
FANSHAWE COLLEGE,Law Clerk,48,19,39.6%,
FANSHAWE COLLEGE,Manufacturing Engineering Technician,9,1,11.1%,
FANSHAWE COLLEGE,Manufacturing Engineering Technology,*,*,*,
FANSHAWE COLLEGE,Marketing Management,7,2,28.6%,
FANSHAWE COLLEGE,Mechanical Engineering Technician - Design,*,*,*,
FANSHAWE COLLEGE,Mechanical Engineering Technician - Industrial Maintenance,5,2,40.0%,
FANSHAWE COLLEGE,Mechanical Technician - Apprentice,*,*,*,
FANSHAWE COLLEGE,Mechanical Technician Cnc/Cam,*,*,*,
FANSHAWE COLLEGE,Mechanical Techniques-Cnc,5,2,40.0%,
FANSHAWE COLLEGE,"Mechanical, Heating And Cooling Technician",10,2,20.0%,
FANSHAWE COLLEGE,Medical Radiation Technology,25,3,12.0%,
FANSHAWE COLLEGE,Medical Resonance Imaging,*,*,*,
FANSHAWE COLLEGE,Motive Power Technician - Automotive,30,1,3.3%,
FANSHAWE COLLEGE,Motive Power Technician - Diesel,12,2,16.7%,
FANSHAWE COLLEGE,Multi Media Design And Production,30,17,56.7%,
FANSHAWE COLLEGE,Multimedia Design And Production,*,*,*,
FANSHAWE COLLEGE,Music Industry Arts,41,17,41.5%,
FANSHAWE COLLEGE,Office Administration - Executive,24,7,29.2%,
FANSHAWE COLLEGE,Office Administration - General,10,1,10.0%,
FANSHAWE COLLEGE,Office Administration - Medical,53,21,39.6%,
FANSHAWE COLLEGE,Paramedic,21,6,28.6%,
FANSHAWE COLLEGE,Personal Support Worker,49,13,26.5%,
FANSHAWE COLLEGE,Pharmacy Assistant,13,2,15.4%,
FANSHAWE COLLEGE,Photography,56,21,37.5%,
FANSHAWE COLLEGE,Police Foundations,140,28,20.0%,
FANSHAWE COLLEGE,Practical Elements Of Mechanical Engineering,*,*,*,
FANSHAWE COLLEGE,Practical Nursing,60,17,28.3%,
FANSHAWE COLLEGE,Pre-Health Science,72,14,19.4%,
FANSHAWE COLLEGE,Pre-Technology,21,5,23.8%,
FANSHAWE COLLEGE,Professional Financial Services,11,6,54.5%,
FANSHAWE COLLEGE,Recreation And Leisure Services,27,6,22.2%,
FANSHAWE COLLEGE,Respiratory Therapy,32,9,28.1%,
FANSHAWE COLLEGE,Science Laboratory Technology,14,3,21.4%,
FANSHAWE COLLEGE,Social Service Worker,68,31,45.6%,
FANSHAWE COLLEGE,Theatre Arts,12,2,16.7%,
FANSHAWE COLLEGE,Tourism And Travel,25,9,36.0%,
FANSHAWE COLLEGE,Visual Effects And Editing For Contemporary Media,7,3,42.9%,
FANSHAWE COLLEGE,Welding Techniques,8,3,37.5%,
FANSHAWE COLLEGE Total,,"2,908",893,30.7%,
,, ,,,
GEORGE BROWN COLLEGE, Family Practice Nursing,*,*,*,
GEORGE BROWN COLLEGE,Activation Co-Ordinator/Gerontology,30,10,33.3%,
GEORGE BROWN COLLEGE,American Sign Language And Deaf Studies,15,6,40.0%,
GEORGE BROWN COLLEGE,American Sign Language/English Interpreter,12,8,66.7%,
GEORGE BROWN COLLEGE,Architectural Technician,22,8,36.4%,
GEORGE BROWN COLLEGE,Architectural Technology,82,33,40.2%,
GEORGE BROWN COLLEGE,Art And Design Foundation,57,18,31.6%,
GEORGE BROWN COLLEGE,Assaulted Women's And Children's - Counsellor/Advocate,47,25,53.2%,
GEORGE BROWN COLLEGE,Autism And Behavioural Science,20,7,35.0%,
GEORGE BROWN COLLEGE,Bachelor Of Applied Business (Financial Services),40,20,50.0%,
GEORGE BROWN COLLEGE,Bachelor Of Applied Business (Hospitality Operations Management),31,8,25.8%,
GEORGE BROWN COLLEGE,Bachelor Of Applied Technology (Construction Science And Management),33,9,27.3%,
GEORGE BROWN COLLEGE,Bachelor Of Applied Arts (Early Childhood Leadership),6,2,33.3%,
GEORGE BROWN COLLEGE,Baking - Pre-Employment,18,5,27.8%,
GEORGE BROWN COLLEGE,Baking And Pastry Arts Management,37,13,35.1%,
GEORGE BROWN COLLEGE,Behavioural Science Technology,37,16,43.2%,
GEORGE BROWN COLLEGE,Building Renovation Technician,13,2,15.4%,
GEORGE BROWN COLLEGE,Building Renovation Technology,28,5,17.9%,
GEORGE BROWN COLLEGE,Business,68,24,35.3%,
GEORGE BROWN COLLEGE,Business - Accounting,23,8,34.8%,
GEORGE BROWN COLLEGE,Business - Human Resources,18,7,38.9%,
GEORGE BROWN COLLEGE,Business Administration,5,4,80.0%,
GEORGE BROWN COLLEGE,Business Administration - Accounting,93,41,44.1%,
GEORGE BROWN COLLEGE,Business Administration - Financial Management,58,23,39.7%,
GEORGE BROWN COLLEGE,Business Administration - Human Resources,74,36,48.6%,
GEORGE BROWN COLLEGE,Business Administration - Marketing,78,32,41.0%,
GEORGE BROWN COLLEGE,Career And Work Counsellor,36,23,63.9%,
GEORGE BROWN COLLEGE,Child And Youth Worker,51,24,47.1%,
GEORGE BROWN COLLEGE,Civil Engineering Technology,14,5,35.7%,
GEORGE BROWN COLLEGE,Collaborative Nursing,25,9,36.0%,
GEORGE BROWN COLLEGE,College Teachers Training For Internationally Educated Professionals,16,6,37.5%,
GEORGE BROWN COLLEGE,College Vocational,6,2,33.3%,
GEORGE BROWN COLLEGE,Commercial Dance Studies,7,2,28.6%,
GEORGE BROWN COLLEGE,Community Worker,89,54,60.7%,
GEORGE BROWN COLLEGE,Computer Programmer Analyst,29,10,34.5%,
GEORGE BROWN COLLEGE,Computer Systems Technology,15,6,40.0%,
GEORGE BROWN COLLEGE,Construction Engineering Technician,7,4,57.1%,
GEORGE BROWN COLLEGE,Construction Engineering Technology,48,9,18.8%,
GEORGE BROWN COLLEGE,Construction Management,12,4,33.3%,
GEORGE BROWN COLLEGE,Construction Trades Techniques,27,7,25.9%,
GEORGE BROWN COLLEGE,Culinary Arts - French,*,*,*,
GEORGE BROWN COLLEGE,Culinary Arts - Italian,12,3,25.0%,
GEORGE BROWN COLLEGE,Culinary Management,195,48,24.6%,
GEORGE BROWN COLLEGE,Culinary Management - Nutrition,22,5,22.7%,
GEORGE BROWN COLLEGE,Culinary Skills - Chef Training,123,27,22.0%,
GEORGE BROWN COLLEGE,Dance Performance Preparation,7,5,71.4%,
GEORGE BROWN COLLEGE,Dance Performance Studies,*,*,*,
GEORGE BROWN COLLEGE,Dental Assistant,65,20,30.8%,
GEORGE BROWN COLLEGE,Dental Hygiene,56,20,35.7%,
GEORGE BROWN COLLEGE,Dental Office Administration,17,5,29.4%,
GEORGE BROWN COLLEGE,Dental Technology,35,12,34.3%,
GEORGE BROWN COLLEGE,Denturism,28,18,64.3%,
GEORGE BROWN COLLEGE,Design Management,*,*,*,
GEORGE BROWN COLLEGE,Digital Design - Advanced Digital Design,6,1,16.7%,
GEORGE BROWN COLLEGE,Digital Design - Game Design,5,2,40.0%,
GEORGE BROWN COLLEGE,Early Childhood Assistant,13,6,46.2%,
GEORGE BROWN COLLEGE,Early Childhood Education,140,47,33.6%,
GEORGE BROWN COLLEGE,Electro-Mechanical Engineering Technician,31,9,29.0%,
GEORGE BROWN COLLEGE,Fashion Business Industry,49,15,30.6%,
GEORGE BROWN COLLEGE,Fashion Management,59,26,44.1%,
GEORGE BROWN COLLEGE,Fashion Techniques And Design,52,23,44.2%,
GEORGE BROWN COLLEGE,Financial Planning,18,9,50.0%,
GEORGE BROWN COLLEGE,Fitness And Lifestyle Management,30,13,43.3%,
GEORGE BROWN COLLEGE,Food And Beverage Management,22,6,27.3%,
GEORGE BROWN COLLEGE,Food And Nutrition Management,12,3,25.0%,
GEORGE BROWN COLLEGE,Game Development,53,19,35.8%,
GEORGE BROWN COLLEGE,Game Programming,*,*,*,
GEORGE BROWN COLLEGE,Gemmology,5,1,20.0%,
GEORGE BROWN COLLEGE,General Arts And Science,37,13,35.1%,
GEORGE BROWN COLLEGE,General Arts And Science - One-Year,27,12,44.4%,
GEORGE BROWN COLLEGE,Graphic Design,68,26,38.2%,
GEORGE BROWN COLLEGE,Health Informatics,7,5,71.4%,
GEORGE BROWN COLLEGE,Health Information Management,22,11,50.0%,
GEORGE BROWN COLLEGE,Hearing Instrument Specialist,11,7,63.6%,
GEORGE BROWN COLLEGE,"Heating, Refrigeration And Air Conditioning Technician",32,8,25.0%,
GEORGE BROWN COLLEGE,"Heating, Refrigeration And Air Conditioning Technology",20,7,35.0%,
GEORGE BROWN COLLEGE,Hospitality Management - Catering,10,4,40.0%,
GEORGE BROWN COLLEGE,Hospitality Services,*,*,*,
GEORGE BROWN COLLEGE,"Hospitality, Tourism And Leisure",41,21,51.2%,
GEORGE BROWN COLLEGE,Hotel Management,83,23,27.7%,
GEORGE BROWN COLLEGE,Human Resources Management,23,4,17.4%,
GEORGE BROWN COLLEGE,Information Systems,25,9,36.0%,
GEORGE BROWN COLLEGE,Information Systems Business Analyst,*,*,*,
GEORGE BROWN COLLEGE,Interdisciplinary Design Strategy,*,*,*,
GEORGE BROWN COLLEGE,International Business Management,8,5,62.5%,
GEORGE BROWN COLLEGE,International Fashion Development And Management,*,*,*,
GEORGE BROWN COLLEGE,Intervener For Deaf-Blind Persons,15,10,66.7%,
GEORGE BROWN COLLEGE,Jewellery Arts,5,3,60.0%,
GEORGE BROWN COLLEGE,Jewellery Methods,10,5,50.0%,
GEORGE BROWN COLLEGE,Marketing Management - Financial Services,6,1,16.7%,
GEORGE BROWN COLLEGE,Mechanical Engineering Technology,5,1,20.0%,
GEORGE BROWN COLLEGE,Mechanical Engineering Technology - Design,22,6,27.3%,
GEORGE BROWN COLLEGE,Mechanical Technician - Tool And Die,17,0,0.0%,
GEORGE BROWN COLLEGE,Mechanical Techniques,*,*,*,
GEORGE BROWN COLLEGE,Office Administration - Medical,44,27,61.4%,
GEORGE BROWN COLLEGE,Orthotic/Prosthetic Technician,11,3,27.3%,
GEORGE BROWN COLLEGE,Personal Support Worker,36,17,47.2%,
GEORGE BROWN COLLEGE,Practical Nursing,152,59,38.8%,
GEORGE BROWN COLLEGE,Pre-Business,18,4,22.2%,
GEORGE BROWN COLLEGE,Pre-Community Services,19,10,52.6%,
GEORGE BROWN COLLEGE,Pre-Health Science,157,69,43.9%,
GEORGE BROWN COLLEGE,RPN Bridge To Bscn,*,*,*,
GEORGE BROWN COLLEGE,Registered Nurse - Operating Room Perioperative Nursing,5,0,0.0%,
GEORGE BROWN COLLEGE,Restorative Dental Hygiene,6,2,33.3%,
GEORGE BROWN COLLEGE,Small Business Entrepreneurship,8,2,25.0%,
GEORGE BROWN COLLEGE,Social Service Worker,136,68,50.0%,
GEORGE BROWN COLLEGE,Special Events Planner,74,28,37.8%,
GEORGE BROWN COLLEGE,Sport And Event Marketing,30,15,50.0%,
GEORGE BROWN COLLEGE,Strategic Relationship Marketing,13,7,53.8%,
GEORGE BROWN COLLEGE,Theatre Arts,13,5,38.5%,
GEORGE BROWN COLLEGE,Wireless Networking,5,1,20.0%,
GEORGE BROWN COLLEGE Total,,"3,630","1,384",38.1%,
,,,,,
GEORGIAN COLLEGE,Addictions: Treatment And Prevention,22,11,50.0%,
GEORGIAN COLLEGE,Advertising,28,7,25.0%,
GEORGIAN COLLEGE,Architectural Technician,*,*,*,
GEORGIAN COLLEGE,Architectural Technology,18,6,33.3%,
GEORGIAN COLLEGE,Art And Design Fundamentals,19,5,26.3%,
GEORGIAN COLLEGE,Aviation Management,26,9,34.6%,
GEORGIAN COLLEGE,Bachelor Of Arts - Laurentian,99,44,44.4%,
GEORGIAN COLLEGE,Bachelor Of Business Administration,37,18,48.6%,
GEORGIAN COLLEGE,Bachelor Of Business (Automotive Management),*,*,*,
GEORGIAN COLLEGE,Bachelor Of Business (Golf Management),12,3,25.0%,
GEORGIAN COLLEGE,Bachelor Of Human Services (Police Studies),19,2,10.5%,
GEORGIAN COLLEGE,Bachelor Of Social Work,20,11,55.0%,
GEORGIAN COLLEGE,Bookkeeping,6,3,50.0%,
GEORGIAN COLLEGE,Business,41,16,39.0%,
GEORGIAN COLLEGE,Business - Accounting,10,3,30.0%,
GEORGIAN COLLEGE,Business - Marketing,11,1,9.1%,
GEORGIAN COLLEGE,Business Administration,22,1,4.5%,
GEORGIAN COLLEGE,Business Administration - Accounting,22,10,45.5%,
GEORGIAN COLLEGE,Business Administration - Automotive Marketing,15,3,20.0%,
GEORGIAN COLLEGE,Business Administration - Human Resources,14,7,50.0%,
GEORGIAN COLLEGE,Business Administration - Marketing,5,1,20.0%,
GEORGIAN COLLEGE,Business Administration - Professional Golf Management,*,*,*,
GEORGIAN COLLEGE,Business Foundations,*,*,*,
GEORGIAN COLLEGE,Business Fundamentals,*,*,*,
GEORGIAN COLLEGE,Cabinetmaking Techniques,17,7,41.2%,
GEORGIAN COLLEGE,Carpentry Techniques,16,3,18.8%,
GEORGIAN COLLEGE,Child And Youth Worker,64,26,40.6%,
GEORGIAN COLLEGE,Civil Engineering Technician - Construction,*,*,*,
GEORGIAN COLLEGE,Civil Engineering Technology,16,3,18.8%,
GEORGIAN COLLEGE,Co-Op Fall,*,*,*,
GEORGIAN COLLEGE,Collaborative Nursing,29,13,44.8%,
GEORGIAN COLLEGE,Communicative Disorders Assistant,30,9,30.0%,
GEORGIAN COLLEGE,Community Integration Through Co-Operative Education,*,*,*,
GEORGIAN COLLEGE,Community And Justice Services,*,*,*,
GEORGIAN COLLEGE,Computer And Network Systems Security,5,1,20.0%,
GEORGIAN COLLEGE,Computer Programmer,16,8,50.0%,
GEORGIAN COLLEGE,Computer Programmer Analyst,15,1,6.7%,
GEORGIAN COLLEGE,Computer Systems Technician - Networking,26,7,26.9%,
GEORGIAN COLLEGE,Culinary Management,30,8,26.7%,
GEORGIAN COLLEGE,Culinary Skills - Chef Training,26,12,46.2%,
GEORGIAN COLLEGE,Dental Assisting (Levels I And Ii),30,8,26.7%,
GEORGIAN COLLEGE,Dental Hygiene,33,13,39.4%,
GEORGIAN COLLEGE,Design And Visual Arts - General,*,*,*,
GEORGIAN COLLEGE,Developmental Services Worker,24,10,41.7%,
GEORGIAN COLLEGE,Digital Photography And Imaging,34,9,26.5%,
GEORGIAN COLLEGE,Early Childhood Education,55,22,40.0%,
GEORGIAN COLLEGE,Electrical Engineering Technician - Power,31,5,16.1%,
GEORGIAN COLLEGE,Electrical Engineering Technology - Automated Systems - Co-Op,38,6,15.8%,
GEORGIAN COLLEGE,Electrical Techniques,13,2,15.4%,
GEORGIAN COLLEGE,Environmental Engineering Technology,25,5,20.0%,
GEORGIAN COLLEGE,Environmental Technician,5,2,40.0%,
GEORGIAN COLLEGE,Environmental Techniques,*,*,*,
GEORGIAN COLLEGE,Esthetician,*,*,*,
GEORGIAN COLLEGE,Event Management,5,2,40.0%,
GEORGIAN COLLEGE,Fine Arts - Advanced,*,*,*,
GEORGIAN COLLEGE,Fundraising And Resource Development,*,*,*,
GEORGIAN COLLEGE,Gas Technician,17,6,35.3%,
GEORGIAN COLLEGE,General Arts And Science,43,15,34.9%,
GEORGIAN COLLEGE,Goldsmithing And Silversmithing,6,3,50.0%,
GEORGIAN COLLEGE,Golf Facilities Operation Management,5,4,80.0%,
GEORGIAN COLLEGE,Graphic Design,22,9,40.9%,
GEORGIAN COLLEGE,Graphic Design Production,*,*,*,
GEORGIAN COLLEGE,"Heating, Refrigeration, And Air Conditioning Technician",17,6,35.3%,
GEORGIAN COLLEGE,Hospitality Administration - Hotel And Resort,28,10,35.7%,
GEORGIAN COLLEGE,Hospitality Management - Hotel And Resort,25,10,40.0%,
GEORGIAN COLLEGE,Human Resource Management,24,9,37.5%,
GEORGIAN COLLEGE,Interior Decorating,9,3,33.3%,
GEORGIAN COLLEGE,Interior Design,26,9,34.6%,
GEORGIAN COLLEGE,International Business Management,*,*,*,
GEORGIAN COLLEGE,Jewellery And Metals,6,2,33.3%,
GEORGIAN COLLEGE,Law And Security Administration,*,*,*,
GEORGIAN COLLEGE,Law Clerk,25,11,44.0%,
GEORGIAN COLLEGE,Marine Engineering Technology,12,3,25.0%,
GEORGIAN COLLEGE,Marine Technology - Navigation,16,7,43.8%,
GEORGIAN COLLEGE,Massage Therapy,48,20,41.7%,
GEORGIAN COLLEGE,Mechanical Engineering Technology - Automotive Manufacturing - Co-Op,9,0,0.0%,
GEORGIAN COLLEGE,Mechanical Engineering Technology - Automotive Products Design,7,3,42.9%,
GEORGIAN COLLEGE,Mechanical Technician - MARINE ENGINE MECHANIC,5,1,20.0%,
GEORGIAN COLLEGE,Mechanical Technician - Precision Skills,17,2,11.8%,
GEORGIAN COLLEGE,Mechanical Techniques - Small Engine Mechanic,13,2,15.4%,
GEORGIAN COLLEGE,Native Education - Community And Social Development,5,2,40.0%,
GEORGIAN COLLEGE,Office Administration - Executive,17,9,52.9%,
GEORGIAN COLLEGE,Office Administration - General,15,9,60.0%,
GEORGIAN COLLEGE,Office Administration - Legal,11,7,63.6%,
GEORGIAN COLLEGE,Office Administration - Medical,38,15,39.5%,
GEORGIAN COLLEGE,Opticianry,40,10,25.0%,
GEORGIAN COLLEGE,Paramedic,17,4,23.5%,
GEORGIAN COLLEGE,Personal Support Worker,109,50,45.9%,
GEORGIAN COLLEGE,Pharmacy Technician,*,*,*,
GEORGIAN COLLEGE,Plumbing Techniques,5,1,20.0%,
GEORGIAN COLLEGE,Police Foundations,112,28,25.0%,
GEORGIAN COLLEGE,Power Engineering Technician,9,2,22.2%,
GEORGIAN COLLEGE,Power Engineering Technology,5,1,20.0%,
GEORGIAN COLLEGE,Practical Nursing,146,56,38.4%,
GEORGIAN COLLEGE,Pre-Health Sciences,130,45,34.6%,
GEORGIAN COLLEGE,Pre-Service Firefighter Education And Training,31,5,16.1%,
GEORGIAN COLLEGE,Recreation And Leisure Services,19,4,21.1%,
GEORGIAN COLLEGE,Research Analyst,27,11,40.7%,
GEORGIAN COLLEGE,Shki Miikan (New Roads) General Arts And Science - One Year,*,*,*,
GEORGIAN COLLEGE,Snow Resort Operations,8,3,37.5%,
GEORGIAN COLLEGE,Social Service Worker,71,32,45.1%,
GEORGIAN COLLEGE,Sustainable Systems,*,*,*,
GEORGIAN COLLEGE,Therapeutic Recreation,21,5,23.8%,
GEORGIAN COLLEGE,Tourism And Travel,16,6,37.5%,
GEORGIAN COLLEGE,Tourism Management,12,6,50.0%,
GEORGIAN COLLEGE,Veterinary Assistant,5,3,60.0%,
GEORGIAN COLLEGE,Veterinary Technician,24,8,33.3%,
GEORGIAN COLLEGE,Web Animation And Design,25,11,44.0%,
GEORGIAN COLLEGE,Welding Techniques,12,5,41.7%,
GEORGIAN COLLEGE Total,,"2,381",838,35.2%,
,, , , ,
HUMBER COLLEGE,3D Animation Art And Design,14,6,42.9%,
HUMBER COLLEGE,3d For Production,12,5,41.7%,
HUMBER COLLEGE,ADVERTISING MEDIA SALES - Accelerated,*,*,*,
HUMBER COLLEGE,Accounting And Information Technology,*,*,*,
HUMBER COLLEGE,Acting For Film And Television,17,9,52.9%,
HUMBER COLLEGE,Advertising,17,7,41.2%,
HUMBER COLLEGE,Advertising And Graphic Design,24,9,37.5%,
HUMBER COLLEGE,Advertising Copywriting,34,7,20.6%,
HUMBER COLLEGE,Architectural Technician,49,11,22.4%,
HUMBER COLLEGE,Architectural Technology,23,6,26.1%,
HUMBER COLLEGE,Bachelor Of Applied Arts (Creative Advertising),10,4,40.0%,
HUMBER COLLEGE,Bachelor Of Applied Arts (Interior Design),22,5,22.7%,
HUMBER COLLEGE,Bachelor Of Applied Arts (Paralegal Studies),31,15,48.4%,
HUMBER COLLEGE,Bachelor Of Applied Business (Electronic Business),8,3,37.5%,
HUMBER COLLEGE,Bachelor Of Applied Business (Tourism Management),8,4,50.0%,
HUMBER COLLEGE,Bachelor Of Applied Business(Fashion Management),24,10,41.7%,
HUMBER COLLEGE,Bachelor Of Applied Business(Human Resources Management),20,6,30.0%,
HUMBER COLLEGE,Bachelor Of Applied Business(International Business),30,10,33.3%,
HUMBER COLLEGE,Bachelor Of Applied Music (Contemporary Music),37,20,54.1%,
HUMBER COLLEGE,Bachelor Of Applied Technology (Industrial Design),23,11,47.8%,
HUMBER COLLEGE,Bachelor Of Applied Arts (Criminal Justice),53,20,37.7%,
HUMBER COLLEGE,Bachelor Of Applied Arts (Film And Media Production),6,1,16.7%,
HUMBER COLLEGE,Bachelor Of Child And Youth Care,6,1,16.7%,
HUMBER COLLEGE,Bachelor Of Commerce (Accounting),9,2,22.2%,
HUMBER COLLEGE,Bachelor Of Journalism,5,0,0.0%,
HUMBER COLLEGE,Bachelor Of Public Relations,*,*,*,
HUMBER COLLEGE,Broadcast Television/Videography,34,11,32.4%,
HUMBER COLLEGE,Broadcasting - Radio,30,10,33.3%,
HUMBER COLLEGE,Business,111,47,42.3%,
HUMBER COLLEGE,Business - Accounting,144,54,37.5%,
HUMBER COLLEGE,Business - Marketing,46,15,32.6%,
HUMBER COLLEGE,Business Administration,144,60,41.7%,
HUMBER COLLEGE,Business Administration - Professional Golf Management,18,7,38.9%,
HUMBER COLLEGE,Child And Youth Worker,87,31,35.6%,
HUMBER COLLEGE,Civil Engineering Technician,9,3,33.3%,
HUMBER COLLEGE,Civil Engineering Technology,14,1,7.1%,
HUMBER COLLEGE,Clinical Research,22,3,13.6%,
HUMBER COLLEGE,Collaborative Nursing,126,54,42.9%,
HUMBER COLLEGE,Comedy: Writing And Performance,20,6,30.0%,
HUMBER COLLEGE,Community And Justice Services,56,17,30.4%,
HUMBER COLLEGE,Computer And Network Support Technician,19,5,26.3%,
HUMBER COLLEGE,Computer Engineering Technology,27,9,33.3%,
HUMBER COLLEGE,Computer Programmer,21,2,9.5%,
HUMBER COLLEGE,Cosmetic Management,30,12,40.0%,
HUMBER COLLEGE,Creative Book Publishing,9,6,66.7%,
HUMBER COLLEGE,Creative Photography,28,14,50.0%,
HUMBER COLLEGE,Creative Writing,6,3,50.0%,
HUMBER COLLEGE,Culinary Administration,*,*,*,
HUMBER COLLEGE,Culinary Management,71,25,35.2%,
HUMBER COLLEGE,Culinary Skills,29,13,44.8%,
HUMBER COLLEGE,DEVELOPMENTAL SERVICES WORKER - Accelerated,9,4,44.4%,
HUMBER COLLEGE,Design Foundation,17,4,23.5%,
HUMBER COLLEGE,Developmental Services Worker,16,5,31.3%,
HUMBER COLLEGE,Early Childhood Education,112,43,38.4%,
HUMBER COLLEGE,Early Childhood Education - Special Needs,12,6,50.0%,
HUMBER COLLEGE,Electrical Engineering Technician - Control Systems,31,6,19.4%,
HUMBER COLLEGE,Electrical Engineering Technology - Control Systems,17,9,52.9%,
HUMBER COLLEGE,Electro-Mechanical Engineering Technician,14,4,28.6%,
HUMBER COLLEGE,Electro-Mechanical Engineering Technology,14,2,14.3%,
HUMBER COLLEGE,Electronics Engineering Technician,18,4,22.2%,
HUMBER COLLEGE,Electronics Engineering Technology,10,3,30.0%,
HUMBER COLLEGE,Emergency Telecommunications,10,3,30.0%,
HUMBER COLLEGE,Enterprise Software Development,*,*,*,
HUMBER COLLEGE,Environmental Systems Engineering Technology - Energy Management,8,5,62.5%,
HUMBER COLLEGE,Esthetician-Spa Management,63,36,57.1%,
HUMBER COLLEGE,Exercise Science And Lifestyle Management,11,4,36.4%,
HUMBER COLLEGE,Fashion Arts - Modelling And Fashion Studies,106,40,37.7%,
HUMBER COLLEGE,Film And Television Production,51,24,47.1%,
HUMBER COLLEGE,Financial Planning,17,4,23.5%,
HUMBER COLLEGE,Fitness And Health Promotion,67,19,28.4%,
HUMBER COLLEGE,Food And Beverage Service,*,*,*,
HUMBER COLLEGE,Food And Nutrition Administration,6,3,50.0%,
HUMBER COLLEGE,Fundraising And Volunteer Management,18,7,38.9%,
HUMBER COLLEGE,Funeral Service Education,32,5,15.6%,
HUMBER COLLEGE,Game Programming,27,7,25.9%,
HUMBER COLLEGE,General Arts And Science,154,60,39.0%,
HUMBER COLLEGE,Global Business Management,10,1,10.0%,
HUMBER COLLEGE,Graphic Design,26,9,34.6%,
HUMBER COLLEGE,"Heating, Refrigeration And Air Conditioning Technician",17,4,23.5%,
HUMBER COLLEGE,Home Renovation Technician,21,7,33.3%,
HUMBER COLLEGE,Hospitality And Tourism Operations Management,*,*,*,
HUMBER COLLEGE,Hotel And Restaurant Management,71,26,36.6%,
HUMBER COLLEGE,Human Resources Management,60,26,43.3%,
HUMBER COLLEGE,Industrial Woodworking Technician,15,2,13.3%,
HUMBER COLLEGE,Information Technology Solutions,*,*,*,
HUMBER COLLEGE,Interior Decorating,45,15,33.3%,
HUMBER COLLEGE,International Development,44,20,45.5%,
HUMBER COLLEGE,International Marketing,7,4,57.1%,
HUMBER COLLEGE,Introduction To Commercial/Jazz Music,*,*,*,
HUMBER COLLEGE,Journalism - Print And Broadcast,54,18,33.3%,
HUMBER COLLEGE,Landscape Technician,8,5,62.5%,
HUMBER COLLEGE,Law And Security Administration,9,3,33.3%,
HUMBER COLLEGE,Law Clerk,106,48,45.3%,
HUMBER COLLEGE,Marketing Management,16,6,37.5%,
HUMBER COLLEGE,Massage Therapy,22,5,22.7%,
HUMBER COLLEGE,Mechanical Engineering Technician - Drafting Design,5,2,40.0%,
HUMBER COLLEGE,Mechanical Engineering Technology,7,5,71.4%,
HUMBER COLLEGE,Media Communications,17,5,29.4%,
HUMBER COLLEGE,Media Foundation,22,8,36.4%,
HUMBER COLLEGE,Multimedia Design And Production Technician,36,13,36.1%,
HUMBER COLLEGE,Music,*,*,*,
HUMBER COLLEGE,Occupational Therapist Assistant/Physiotherapist Assistant,30,8,26.7%,
HUMBER COLLEGE,Office Administration - General,8,6,75.0%,
HUMBER COLLEGE,Package And Graphic Design,9,2,22.2%,
HUMBER COLLEGE,Paralegal,110,56,50.9%,
