"","Ref_Date","GEO","STUDYFIELD","averageTuitionFee"
"1763","2015/2016","Alberta","Engineering",4033
"1764","2016/2017","Alberta","Engineering",4026
"1765","2017/2018","Alberta","Engineering",4026
"1766","2006/2007","Alberta","Architecture and related technologies",5408
"1767","2007/2008","Alberta","Architecture and related technologies",4922
"1768","2008/2009","Alberta","Architecture and related technologies",5148
"1769","2009/2010","Alberta","Architecture and related technologies",7021
"1770","2010/2011","Alberta","Architecture and related technologies",7021
"1771","2011/2012","Alberta","Architecture and related technologies",7047
"1772","2012/2013","Alberta","Architecture and related technologies",7147
"1773","2013/2014","Alberta","Architecture and related technologies",7147
"1774","2014/2015","Alberta","Architecture and related technologies",7218
"1775","2015/2016","Alberta","Architecture and related technologies",7218
"1776","2016/2017","Alberta","Architecture and related technologies",7218
"1777","2017/2018","Alberta","Architecture and related technologies",7218
"1778","2006/2007","Alberta","Agriculture, natural resources and conservation",3282
"1779","2007/2008","Alberta","Agriculture, natural resources and conservation",3365
"1780","2008/2009","Alberta","Agriculture, natural resources and conservation",3486
"1781","2009/2010","Alberta","Agriculture, natural resources and conservation",3612
"1782","2010/2011","Alberta","Agriculture, natural resources and conservation",3667
"1783","2011/2012","Alberta","Agriculture, natural resources and conservation",3679
"1784","2012/2013","Alberta","Agriculture, natural resources and conservation",3771
"1785","2013/2014","Alberta","Agriculture, natural resources and conservation",3765
"1786","2014/2015","Alberta","Agriculture, natural resources and conservation",3815
"1787","2015/2016","Alberta","Agriculture, natural resources and conservation",3826
"1788","2016/2017","Alberta","Agriculture, natural resources and conservation",3822
"1789","2017/2018","Alberta","Agriculture, natural resources and conservation",3822
"1790","2008/2009","Alberta","Dentistry",3449
"1791","2009/2010","Alberta","Dentistry",3589
"1792","2010/2011","Alberta","Dentistry",3643
"1793","2011/2012","Alberta","Dentistry",3655
"1800","2006/2007","Alberta","Medicine",5481
"1801","2007/2008","Alberta","Medicine",9358
"1812","2007/2008","Alberta","Nursing",4904
"1813","2008/2009","Alberta","Nursing",5559
"1814","2009/2010","Alberta","Nursing",5740
"1815","2010/2011","Alberta","Nursing",5822
"1816","2011/2012","Alberta","Nursing",6037
"1817","2012/2013","Alberta","Nursing",6531
"1818","2013/2014","Alberta","Nursing",7235
"1819","2014/2015","Alberta","Nursing",7577
"1820","2015/2016","Alberta","Nursing",10555
"1821","2016/2017","Alberta","Nursing",10775
"1822","2017/2018","Alberta","Nursing",10775
"1823","2009/2010","Alberta","Pharmacy",3589
"1824","2010/2011","Alberta","Pharmacy",3643
"1825","2011/2012","Alberta","Pharmacy",3655
"1827","2013/2014","Alberta","Pharmacy",3708
"1828","2014/2015","Alberta","Pharmacy",3745
"1829","2015/2016","Alberta","Pharmacy",3745
"1830","2016/2017","Alberta","Pharmacy",3745
"1831","2017/2018","Alberta","Pharmacy",3745
"1832","2013/2014","Alberta","Veterinary medicine",5538
"1833","2014/2015","Alberta","Veterinary medicine",5594
"1834","2015/2016","Alberta","Veterinary medicine",3611
"1835","2016/2017","Alberta","Veterinary medicine",3611
"1836","2017/2018","Alberta","Veterinary medicine",3611
"1837","2006/2007","Alberta","Other health, parks, recreation and fitness",3432
"1838","2007/2008","Alberta","Other health, parks, recreation and fitness",3422
"1839","2008/2009","Alberta","Other health, parks, recreation and fitness",3890
"1840","2009/2010","Alberta","Other health, parks, recreation and fitness",3948
"1841","2010/2011","Alberta","Other health, parks, recreation and fitness",4007
"1842","2011/2012","Alberta","Other health, parks, recreation and fitness",4021
"1843","2012/2013","Alberta","Other health, parks, recreation and fitness",4070
"1844","2013/2014","Alberta","Other health, parks, recreation and fitness",4076
"1845","2014/2015","Alberta","Other health, parks, recreation and fitness",4098
"1846","2015/2016","Alberta","Other health, parks, recreation and fitness",3863
"1847","2016/2017","Alberta","Other health, parks, recreation and fitness",3853
"1848","2017/2018","Alberta","Other health, parks, recreation and fitness",3853
"1849","2006/2007","British Columbia","Education",6708
"1850","2007/2008","British Columbia","Education",5983
"1851","2008/2009","British Columbia","Education",6467
"1852","2009/2010","British Columbia","Education",5240
"1853","2010/2011","British Columbia","Education",6655
"1854","2011/2012","British Columbia","Education",6792
"1855","2012/2013","British Columbia","Education",6152
"1856","2013/2014","British Columbia","Education",6233
"1857","2014/2015","British Columbia","Education",6612
"1858","2015/2016","British Columbia","Education",6717
"1859","2016/2017","British Columbia","Education",6706
"1860","2017/2018","British Columbia","Education",6839
"1861","2006/2007","British Columbia","Visual and performing arts, and communications technologies",3122
"1862","2007/2008","British Columbia","Visual and performing arts, and communications technologies",3649
"1863","2008/2009","British Columbia","Visual and performing arts, and communications technologies",4458
"1864","2009/2010","British Columbia","Visual and performing arts, and communications technologies",4470
"1865","2010/2011","British Columbia","Visual and performing arts, and communications technologies",4581
"1866","2011/2012","British Columbia","Visual and performing arts, and communications technologies",4276
"1867","2012/2013","British Columbia","Visual and performing arts, and communications technologies",4948
"1868","2013/2014","British Columbia","Visual and performing arts, and communications technologies",4485
"1869","2014/2015","British Columbia","Visual and performing arts, and communications technologies",4455
"1870","2015/2016","British Columbia","Visual and performing arts, and communications technologies",4543
"1871","2016/2017","British Columbia","Visual and performing arts, and communications technologies",4615
"1872","2017/2018","British Columbia","Visual and performing arts, and communications technologies",4641
"1873","2006/2007","British Columbia","Humanities",3411
"1874","2007/2008","British Columbia","Humanities",3436
"1875","2008/2009","British Columbia","Humanities",3896
"1876","2009/2010","British Columbia","Humanities",3700
"1877","2010/2011","British Columbia","Humanities",4128
"1878","2011/2012","British Columbia","Humanities",4184
"1879","2012/2013","British Columbia","Humanities",4282
"1880","2013/2014","British Columbia","Humanities",4393
"1881","2014/2015","British Columbia","Humanities",4486
"1882","2015/2016","British Columbia","Humanities",4573
"1883","2016/2017","British Columbia","Humanities",4625
"1884","2017/2018","British Columbia","Humanities",4717
"1885","2006/2007","British Columbia","Social and behavioural sciences, and legal studies",4885
"1886","2007/2008","British Columbia","Social and behavioural sciences, and legal studies",5182
"1887","2008/2009","British Columbia","Social and behavioural sciences, and legal studies",5648
"1888","2009/2010","British Columbia","Social and behavioural sciences, and legal studies",4839
"1889","2010/2011","British Columbia","Social and behavioural sciences, and legal studies",6016
"1890","2011/2012","British Columbia","Social and behavioural sciences, and legal studies",5921
"1891","2012/2013","British Columbia","Social and behavioural sciences, and legal studies",5585
"1892","2013/2014","British Columbia","Social and behavioural sciences, and legal studies",5916
"1893","2014/2015","British Columbia","Social and behavioural sciences, and legal studies",6077
"1894","2015/2016","British Columbia","Social and behavioural sciences, and legal studies",6244
"1895","2016/2017","British Columbia","Social and behavioural sciences, and legal studies",6819
"1896","2017/2018","British Columbia","Social and behavioural sciences, and legal studies",6955
"1897","2006/2007","British Columbia","Law",3035
"1898","2007/2008","British Columbia","Law",14391
"1899","2008/2009","British Columbia","Law",15540
"1900","2009/2010","British Columbia","Law",15850
"1901","2010/2011","British Columbia","Law",16167
"1902","2011/2012","British Columbia","Law",16209
"1903","2012/2013","British Columbia","Law",16252
"1904","2013/2014","British Columbia","Law",17905
"1905","2014/2015","British Columbia","Law",6669
"1906","2015/2016","British Columbia","Law",7922
"1907","2016/2017","British Columbia","Law",10234
"1908","2017/2018","British Columbia","Law",10438
"1909","2006/2007","British Columbia","Business, management and public administration",14288
"1910","2007/2008","British Columbia","Business, management and public administration",6443
"1911","2008/2009","British Columbia","Business, management and public administration",9199
"1912","2009/2010","British Columbia","Business, management and public administration",8467
"1913","2010/2011","British Columbia","Business, management and public administration",12509
"1914","2011/2012","British Columbia","Business, management and public administration",11796
"1915","2012/2013","British Columbia","Business, management and public administration",11814
"1916","2013/2014","British Columbia","Business, management and public administration",11424
"1917","2014/2015","British Columbia","Business, management and public administration",10675
"1918","2015/2016","British Columbia","Business, management and public administration",11234
"1919","2016/2017","British Columbia","Business, management and public administration",10319
"1920","2017/2018","British Columbia","Business, management and public administration",10496
"1921","2007/2008","British Columbia","Executive MBA",19764
"1922","2008/2009","British Columbia","Executive MBA",24214
"1923","2009/2010","British Columbia","Executive MBA",18862
"1924","2010/2011","British Columbia","Executive MBA",21666
"1925","2011/2012","British Columbia","Executive MBA",21923
"1926","2012/2013","British Columbia","Executive MBA",25408
"1927","2013/2014","British Columbia","Executive MBA",18907
"1928","2014/2015","British Columbia","Executive MBA",19101
"1929","2015/2016","British Columbia","Executive MBA",19230
"1930","2016/2017","British Columbia","Executive MBA",18009
"1931","2017/2018","British Columbia","Executive MBA",18369
"1932","2007/2008","British Columbia","Regular MBA",17098
"1933","2008/2009","British Columbia","Regular MBA",21858
"1934","2009/2010","British Columbia","Regular MBA",12969
"1935","2010/2011","British Columbia","Regular MBA",12843
"1936","2011/2012","British Columbia","Regular MBA",20278
"1937","2012/2013","British Columbia","Regular MBA",19022
"1938","2013/2014","British Columbia","Regular MBA",22475
"1939","2014/2015","British Columbia","Regular MBA",23815
"1940","2015/2016","British Columbia","Regular MBA",25423
"1941","2016/2017","British Columbia","Regular MBA",26101
"1942","2017/2018","British Columbia","Regular MBA",26623
"1943","2006/2007","British Columbia","Physical and life sciences and technologies",3379
"1944","2007/2008","British Columbia","Physical and life sciences and technologies",3286
"1945","2008/2009","British Columbia","Physical and life sciences and technologies",3872
"1946","2009/2010","British Columbia","Physical and life sciences and technologies",8717
"1947","2010/2011","British Columbia","Physical and life sciences and technologies",9182
"1948","2011/2012","British Columbia","Physical and life sciences and technologies",9366
"1949","2012/2013","British Columbia","Physical and life sciences and technologies",9546
"1950","2013/2014","British Columbia","Physical and life sciences and technologies",9673
"1951","2014/2015","British Columbia","Physical and life sciences and technologies",9980
"1952","2015/2016","British Columbia","Physical and life sciences and technologies",11011
"1953","2016/2017","British Columbia","Physical and life sciences and technologies",10963
"1954","2017/2018","British Columbia","Physical and life sciences and technologies",11182
"1955","2006/2007","British Columbia","Mathematics, computer and information sciences",3918
"1956","2007/2008","British Columbia","Mathematics, computer and information sciences",4056
"1957","2008/2009","British Columbia","Mathematics, computer and information sciences",4559
"1958","2009/2010","British Columbia","Mathematics, computer and information sciences",6860
"1959","2010/2011","British Columbia","Mathematics, computer and information sciences",7386
"1960","2011/2012","British Columbia","Mathematics, computer and information sciences",7676
"1961","2012/2013","British Columbia","Mathematics, computer and information sciences",8009
"1962","2013/2014","British Columbia","Mathematics, computer and information sciences",9143
"1963","2014/2015","British Columbia","Mathematics, computer and information sciences",9391
"1964","2015/2016","British Columbia","Mathematics, computer and information sciences",9473
"1965","2016/2017","British Columbia","Mathematics, computer and information sciences",13358
"1966","2017/2018","British Columbia","Mathematics, computer and information sciences",13729
"1967","2006/2007","British Columbia","Engineering",4003
"1968","2007/2008","British Columbia","Engineering",3839
"1969","2008/2009","British Columbia","Engineering",4689
"1970","2009/2010","British Columbia","Engineering",8114
"1971","2010/2011","British Columbia","Engineering",8418
"1972","2011/2012","British Columbia","Engineering",8936
"1973","2012/2013","British Columbia","Engineering",9065
"1974","2013/2014","British Columbia","Engineering",9295
"1975","2014/2015","British Columbia","Engineering",9881
"1976","2015/2016","British Columbia","Engineering",14184
"1977","2016/2017","British Columbia","Engineering",15122
"1978","2017/2018","British Columbia","Engineering",15425
"1979","2006/2007","British Columbia","Architecture and related technologies",4332
"1980","2007/2008","British Columbia","Architecture and related technologies",4419
"1981","2008/2009","British Columbia","Architecture and related technologies",4425
"1982","2009/2010","British Columbia","Architecture and related technologies",4513
"1983","2010/2011","British Columbia","Architecture and related technologies",4604
"1984","2011/2012","British Columbia","Architecture and related technologies",4696
"1985","2012/2013","British Columbia","Architecture and related technologies",4789
"1986","2013/2014","British Columbia","Architecture and related technologies",4885
"1987","2014/2015","British Columbia","Architecture and related technologies",4983
"1988","2015/2016","British Columbia","Architecture and related technologies",5083
"1989","2016/2017","British Columbia","Architecture and related technologies",6369
"1990","2017/2018","British Columbia","Architecture and related technologies",6497
"1991","2006/2007","British Columbia","Agriculture, natural resources and conservation",3035
"1992","2007/2008","British Columbia","Agriculture, natural resources and conservation",6678
"1993","2008/2009","British Columbia","Agriculture, natural resources and conservation",6228
"1994","2009/2010","British Columbia","Agriculture, natural resources and conservation",8351
"1995","2010/2011","British Columbia","Agriculture, natural resources and conservation",8989
"1996","2011/2012","British Columbia","Agriculture, natural resources and conservation",9168
"1997","2012/2013","British Columbia","Agriculture, natural resources and conservation",9125
"1998","2013/2014","British Columbia","Agriculture, natural resources and conservation",9113
"1999","2014/2015","British Columbia","Agriculture, natural resources and conservation",9246
"2000","2015/2016","British Columbia","Agriculture, natural resources and conservation",9366
"2001","2016/2017","British Columbia","Agriculture, natural resources and conservation",8712
"2002","2017/2018","British Columbia","Agriculture, natural resources and conservation",8886
"2003","2007/2008","British Columbia","Dentistry",3095
"2004","2008/2009","British Columbia","Dentistry",4098
"2005","2009/2010","British Columbia","Dentistry",4139
"2006","2010/2011","British Columbia","Dentistry",9819
"2007","2011/2012","British Columbia","Dentistry",10016
"2009","2013/2014","British Columbia","Dentistry",10420
"2010","2014/2015","British Columbia","Dentistry",10628
"2011","2015/2016","British Columbia","Dentistry",10841
"2012","2016/2017","British Columbia","Dentistry",11058
"2013","2017/2018","British Columbia","Dentistry",11279
"2014","2007/2008","British Columbia","Medicine",3095
"2015","2008/2009","British Columbia","Medicine",4178
"2025","2007/2008","British Columbia","Nursing",3375
"2026","2008/2009","British Columbia","Nursing",4088
"2027","2009/2010","British Columbia","Nursing",4182
"2028","2010/2011","British Columbia","Nursing",4265
"2029","2011/2012","British Columbia","Nursing",4351
"2030","2012/2013","British Columbia","Nursing",4458
"2031","2013/2014","British Columbia","Nursing",4537
"2032","2014/2015","British Columbia","Nursing",4781
"2033","2015/2016","British Columbia","Nursing",4821
"2034","2016/2017","British Columbia","Nursing",4942
"2035","2017/2018","British Columbia","Nursing",5074
"2036","2008/2009","British Columbia","Pharmacy",24387
"2037","2009/2010","British Columbia","Pharmacy",14487
"2038","2010/2011","British Columbia","Pharmacy",14776
"2039","2011/2012","British Columbia","Pharmacy",15072
"2041","2013/2014","British Columbia","Pharmacy",24656
"2042","2014/2015","British Columbia","Pharmacy",25149
"2043","2015/2016","British Columbia","Pharmacy",25652
"2044","2016/2017","British Columbia","Pharmacy",26165
"2045","2017/2018","British Columbia","Pharmacy",4802
"2046","2006/2007","British Columbia","Other health, parks, recreation and fitness",3469
"2047","2007/2008","British Columbia","Other health, parks, recreation and fitness",4186
"2048","2008/2009","British Columbia","Other health, parks, recreation and fitness",5587
"2049","2009/2010","British Columbia","Other health, parks, recreation and fitness",4557
"2050","2010/2011","British Columbia","Other health, parks, recreation and fitness",5003
"2051","2011/2012","British Columbia","Other health, parks, recreation and fitness",7514
"2052","2012/2013","British Columbia","Other health, parks, recreation and fitness",7767
"2053","2013/2014","British Columbia","Other health, parks, recreation and fitness",8001
"2054","2014/2015","British Columbia","Other health, parks, recreation and fitness",7893
"2055","2015/2016","British Columbia","Other health, parks, recreation and fitness",8002
"2056","2016/2017","British Columbia","Other health, parks, recreation and fitness",5548
"2057","2017/2018","British Columbia","Other health, parks, recreation and fitness",5659
